,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,City,CountyName,Metro,NumBeds,RegionName,SizeRank,State
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400.0,2800.0,2800.0,2750.0,2500.0,2300.0,2250.0,2300.0,2475.0,2500.0,2500.0,2350.0,2400.0,2600.0,2500.0,2350.0,2400.0,2400.0,2250.0,2200.0,2200.0,2325.0,2300.0,2100.0,2400.0,2500.0,2400.0,2100.0,2295.0,2200.0,2225.0,2325.0,2462.5,2462.5,2597.5,2600.0,2350.0,2250.0,2300.0,2350.0,2300.0,2250.0,2250.0,2297.5,2397.5,2275.0,2450.0,2375.0,New York,Kings,New York-Newark-Jersey City,0,Park Slope,51,NY
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,1500.0,1450.0,1525.0,1550.0,1450.0,1500.0,1599.0,1600.0,1600.0,1549.5,1750.0,1750.0,1850.0,1700.0,1700.0,1700.0,1537.5,1600.0,New York,Kings,New York-Newark-Jersey City,0,Gravesend,53,NY
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2500.0,2375.0,2400.0,2395.0,2495.0,2495.0,2400.0,2495.0,2400.0,2350.0,2300.0,2300.0,2400.0,2350.0,2350.0,2400.0,2450.0,2395.0,2300.0,2300.0,2300.0,2300.0,2300.0,2350.0,2350.0,2350.0,2350.0,2350.0,2300.0,2300.0,2350.0,2375.0,2350.0,2332.0,2395.0,2350.0,2395.0,2400.0,2400.0,2440.0,2400.0,2500.0,2495.0,2490.0,2450.0,2495.0,2475.0,2500.0,2520.0,2500.0,2595.0,2500.0,2495.0,2500.0,2500.0,2525.0,2495.0,2495.0,2490.0,2490.0,2495.0,2450.0,2400.0,2462.5,2462.5,2500.0,2450.0,2470.0,2472.5,2475.0,2395.0,2425.0,2475.0,2495.0,2495.0,2500.0,2500.0,2550.0,2550.0,2525.0,2450.0,2475.0,2500.0,2500.0,2500.0,2530.0,2500.0,2500.0,2550.0,2500.0,2500.0,2550.0,New York,New York,New York-Newark-Jersey City,0,Gramercy,55,NY
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1437.5,1437.5,1425.0,1425.0,1425.0,1500.0,1450.0,1300.0,1250.0,1200.0,1362.5,1400.0,1595.0,1500.0,1600.0,1750.0,1690.0,1600.0,1650.0,1840.0,1765.0,1700.0,1720.0,1755.0,1742.5,1765.0,1795.0,1755.0,1805.0,1810.0,1755.0,1875.0,1760.0,1867.5,1850.0,1870.0,1860.0,1860.0,1800.0,1800.0,1750.0,1772.5,1700.0,1697.5,1800.0,1800.0,1827.5,1830.0,1822.5,1805.0,1810.0,1797.5,1759.0,1799.0,Jersey City,Hudson,New York-Newark-Jersey City,0,The Heights,56,NJ
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1037.5,1000.0,1000.0,1050.0,1050.0,1095.0,1200.0,1150.0,1150.0,1200.0,1175.0,1175.0,1175.0,1150.0,1125.0,1150.0,1187.5,1175.0,1200.0,1200.0,1250.0,1250.0,1250.0,1250.0,1275.0,1250.0,1250.0,1275.0,1300.0,1300.0,1300.0,1325.0,1303.0,1325.0,1300.0,1325.0,1325.0,1325.0,1375.0,1375.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1325.0,1350.0,1387.5,1350.0,1422.5,1395.0,1475.0,1425.0,1450.0,New York,Bronx,New York-Newark-Jersey City,0,Bedford Park,61,NY
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,2200.0,2275.0,2200.0,2200.0,2200.0,2200.0,2172.5,2100.0,1925.0,1875.0,2050.0,2000.0,2000.0,2200.0,2125.0,2150.0,2150.0,2150.0,2150.0,New York,Queens,New York-Newark-Jersey City,0,Maspeth,64,NY
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632.5,1700.0,1625.0,1700.0,1770.0,1699.0,1600.0,1599.5,1600.0,1625.0,1600.0,1600.0,1662.5,1671.0,1850.0,1700.0,1767.5,1750.0,1800.0,1799.5,1770.0,New York,New York,New York-Newark-Jersey City,0,Hamilton Heights,66,NY
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,2250.0,2200.0,2200.0,2200.0,2200.0,2200.0,2300.0,2300.0,2250.0,2300.0,2400.0,2395.0,New York,Queens,New York-Newark-Jersey City,0,Bayside,68,NY
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1575.0,1574.5,1650.0,1600.0,1600.0,1500.0,1525.0,1500.0,1600.0,1600.0,1650.0,1587.5,1625.0,1600.0,1600.0,1600.0,1600.0,1700.0,1700.0,1700.0,Jersey City,Hudson,New York-Newark-Jersey City,0,Greenville,69,NJ
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2325.0,2325.0,2495.0,2350.0,2350.0,2475.0,2395.0,2490.0,2565.0,2500.0,2595.0,2595.0,2575.0,2475.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2410.0,2400.0,2400.0,2450.0,2495.0,2426.0,2467.5,2495.0,2495.0,2500.0,2500.0,2500.0,2700.0,3095.0,2995.0,3050.0,2985.0,2950.0,2985.0,2992.5,2995.0,2997.5,3000.0,3150.0,3195.0,3150.0,3000.0,3150.0,3000.0,2900.0,2975.0,2950.0,2975.0,2985.0,2950.0,2850.0,2857.5,2985.0,2985.0,2737.5,2850.0,2797.5,2770.0,2890.5,2985.0,2900.0,2995.0,2985.0,2985.0,2995.0,2876.0,2950.0,2900.0,2900.0,2950.0,2900.0,2950.0,2900.0,2900.0,2985.0,3000.0,3037.5,3000.0,2995.0,New York,New York,New York-Newark-Jersey City,0,Chelsea,70,NY
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,1375.0,1300.0,1250.0,1287.5,1350.0,1350.0,1350.0,1325.0,1300.0,1312.5,1300.0,1375.0,1375.0,1375.0,1400.0,1375.0,1362.5,1337.5,1300.0,1362.5,New York,Bronx,New York-Newark-Jersey City,0,Fordham,71,NY
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.0,1310.0,1275.0,1275.0,1275.0,1395.0,1350.0,1350.0,1395.0,1395.0,1350.0,1395.0,1395.0,1395.0,1395.0,1425.0,1400.0,1395.0,1400.0,1400.0,1400.0,1450.0,1450.0,1495.0,1450.0,1450.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1545.0,1545.0,1550.0,1550.0,1550.0,1550.0,1575.0,1575.0,1575.0,1600.0,1675.0,1650.0,1650.0,1600.0,1650.0,1611.0,1600.0,1650.0,1700.0,1699.0,1650.0,1650.0,1675.0,1695.0,1700.0,1695.0,1680.0,1650.0,1600.0,1625.0,1600.0,1600.0,1600.0,1675.0,1625.0,1597.5,1672.5,1650.0,1592.5,1600.0,1737.5,1750.0,1775.0,1825.0,1845.0,1850.0,1762.5,1750.0,1800.0,New York,Queens,New York-Newark-Jersey City,0,Sunnyside,72,NY
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975.0,2595.0,2325.0,2300.0,2300.0,2437.5,2450.0,2412.5,2495.0,2495.0,2450.0,2400.0,2400.0,2500.0,2495.0,2450.0,2500.0,2495.0,2500.0,2500.0,2500.0,2500.0,2500.0,2595.0,2550.0,2550.0,2600.0,2595.0,2595.0,2550.0,2550.0,2600.0,2600.0,2650.0,2650.0,2600.0,2600.0,2600.0,2600.0,2600.0,2650.0,2600.0,2700.0,2695.0,2700.0,2785.0,2750.0,2750.0,2750.0,2750.0,2700.0,2750.0,2800.0,2850.0,2862.5,2885.0,2950.0,2937.5,2850.0,2850.0,2850.0,2850.0,2900.0,2850.0,2797.0,2795.0,2825.0,2825.0,2800.0,2795.0,2850.0,2700.0,2872.5,2825.0,2800.0,2750.0,2800.0,2850.0,2850.0,2850.0,2900.0,2837.5,2750.0,2750.0,2795.0,2800.0,2950.0,2974.0,2950.0,2950.0,2875.0,2825.0,2862.5,New York,New York,New York-Newark-Jersey City,0,Greenwich Village,73,NY
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1500.0,1450.0,1270.0,1350.0,1365.0,1325.0,1300.0,1290.0,1275.0,1300.0,1335.0,1375.0,1375.0,1325.0,1357.5,1372.5,1350.0,1375.0,1350.0,1350.0,1350.0,1350.0,1375.0,1400.0,1450.0,1450.0,1450.0,1450.0,1450.0,1425.0,1375.0,1400.0,1450.0,1475.0,1500.0,1500.0,1512.5,1500.0,1500.0,1500.0,1500.0,1506.5,1519.0,1525.0,1550.0,1575.0,1575.0,1597.5,1600.0,1600.0,1650.0,1625.0,1600.0,1645.0,1635.0,1650.0,1625.0,1600.0,1605.0,1725.0,1595.0,1600.0,1650.0,1625.0,1600.0,1599.0,1650.0,1550.0,1580.0,1625.0,1625.0,1600.0,1590.0,1775.0,1717.0,1695.0,1597.5,1600.0,1650.0,1750.0,1750.0,1625.0,1685.0,1695.0,1650.0,New York,Queens,New York-Newark-Jersey City,0,Rego Park,77,NY
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352.5,1365.0,1355.0,1326.5,1362.5,1400.0,1400.0,1450.0,1400.0,1397.5,1400.0,1400.0,1450.0,1500.0,1500.0,1517.5,1500.0,1500.0,1500.0,1535.0,New York,Bronx,New York-Newark-Jersey City,0,Parkchester,78,NY
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,2424.0,2300.0,2096.0,2012.5,2000.0,2149.5,2149.5,2095.5,1975.0,2100.0,2130.0,2147.5,2140.5,2104.0,2172.0,2135.0,2183.5,2197.5,2100.0,2000.0,2025.0,2195.0,2275.0,2295.0,2295.0,2295.0,2250.0,2290.0,2352.0,2325.0,2351.0,2370.0,2350.0,2353.0,2390.0,2299.0,2297.5,2315.0,2355.0,2399.5,2400.0,2383.0,2550.0,2500.0,2400.0,2395.0,2395.0,2450.0,2500.0,2525.0,2525.0,2550.0,2500.0,2500.0,2500.0,2500.0,2495.0,2470.0,2449.5,2450.0,2550.0,2550.0,2500.0,2500.0,2492.0,2382.0,2495.0,2555.0,2575.0,2585.0,2590.0,2695.0,2722.5,2647.5,2500.0,2520.0,2550.0,2501.0,2445.0,2450.0,2526.5,2560.0,2581.5,2625.0,2713.0,2697.5,New York,Kings,New York-Newark-Jersey City,0,Fort Greene,84,NY
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,2350.0,2300.0,2325.0,2325.0,2300.0,2200.0,2200.0,2200.0,2300.0,2300.0,2300.0,2300.0,2400.0,New York,Queens,New York-Newark-Jersey City,0,Whitestone,85,NY
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.0,1325.0,1498.0,1500.0,1498.0,1500.0,1550.0,1548.0,1485.0,1548.0,1548.0,1425.0,1425.0,1495.0,1600.0,1575.0,1672.5,1612.5,1650.0,1612.5,1575.0,New York,Bronx,New York-Newark-Jersey City,0,Morris Park,89,NY
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940.0,2000.0,2000.0,2000.0,1900.0,1900.0,1825.0,1850.0,1850.0,1975.0,2100.0,2075.0,2000.0,2000.0,2050.0,1825.0,1850.0,2000.0,1999.0,1950.0,1925.0,New York,Queens,New York-Newark-Jersey City,0,Glendale,94,NY
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.0,2200.0,2205.0,2200.0,2000.0,2000.0,2195.0,2200.0,2250.0,2200.0,2200.0,2000.0,2100.0,2200.0,2145.0,2050.0,1940.0,2100.0,2117.5,2164.0,2187.5,2220.0,2200.0,2222.5,2290.0,2250.0,2241.0,2342.5,2360.0,2295.0,2330.0,2300.0,2300.0,2300.0,2350.0,2350.0,2400.0,2400.0,2378.0,Jersey City,Hudson,New York-Newark-Jersey City,0,Downtown,96,NJ
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,1250.0,1250.0,1195.0,1195.0,1200.0,1275.0,1275.0,1275.0,1244.5,1250.0,1155.0,1150.0,1134.0,1187.5,1142.0,1200.0,1100.0,1250.0,1300.0,1300.0,1300.0,1300.0,1225.0,1200.0,1300.0,1450.0,1450.0,1400.0,1200.0,1237.5,1310.5,1362.5,1300.0,1325.0,1400.0,1560.0,1500.0,1487.5,1450.0,1450.0,1425.0,1437.5,1600.0,1500.0,1375.0,1500.0,1375.0,1400.0,1575.0,1437.5,1585.0,1400.0,1449.0,1449.0,1450.0,1450.0,1477.5,1450.0,1495.0,1550.0,1550.0,1700.0,1500.0,1525.0,1499.0,1475.0,1525.0,1500.0,1650.0,1675.0,1600.0,1599.0,1625.0,1625.0,1700.0,New York,Queens,New York-Newark-Jersey City,0,Briarwood,97,NY
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.0,1674.5,1550.0,1550.0,1500.0,1550.0,1450.0,1550.0,1550.0,1550.0,1550.0,1550.0,1500.0,1600.0,1640.0,1600.0,1575.0,1650.0,1600.0,1650.0,1600.0,1625.0,1649.5,1575.0,1550.0,1672.5,1695.0,1685.0,1615.0,1632.5,1825.0,1950.0,New York,Kings,New York-Newark-Jersey City,0,Brighton Beach,98,NY
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.0,2600.0,2650.0,2600.0,2600.0,2600.0,2600.0,2600.0,2550.0,2550.0,2550.0,2550.0,2560.0,2595.0,2600.0,2629.0,2695.0,2695.0,2695.0,2672.5,2650.0,2624.0,2600.0,2610.0,2600.0,2625.0,2650.0,2654.0,2650.0,2653.0,2650.0,2750.0,2750.0,2728.5,2700.0,2700.0,2650.0,2692.0,2687.5,2925.0,2950.0,2964.0,2992.5,2995.0,2995.0,2897.0,2950.0,3000.0,3055.0,3095.5,3055.0,3017.5,3035.0,3055.0,3095.0,3038.5,3018.0,2996.0,2995.0,3052.5,3048.0,3030.0,3055.0,2957.5,2999.0,2950.0,2955.0,2965.5,2922.0,2900.0,2999.0,2995.0,2960.0,3000.0,3000.0,3055.0,3095.0,3078.5,3000.0,2995.0,3036.0,3009.0,3055.0,3049.0,3038.0,3120.0,3156.0,3200.0,3250.0,3201.5,New York,New York,New York-Newark-Jersey City,0,Financial District,99,NY
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2400.0,2100.0,2300.0,2200.0,2450.0,2400.0,2300.0,2300.0,2300.0,2300.0,2275.0,2200.0,2400.0,2400.0,2425.0,2450.0,2425.0,New York,Queens,New York-Newark-Jersey City,0,Auburndale,101,NY
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.0,1125.0,1175.0,1150.0,1150.0,1200.0,1200.0,1200.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1325.0,1345.0,1350.0,1350.0,1350.0,1357.5,1375.0,1300.0,1282.5,1275.0,1290.0,1290.0,1275.0,1275.0,1250.0,1250.0,1295.0,1297.0,1325.0,1300.0,1300.0,1300.0,1300.0,1350.0,1350.0,1360.0,1380.0,1395.0,1400.0,1400.0,1500.0,1490.0,1425.0,1400.0,1397.5,1425.0,1450.0,1412.5,1397.5,1475.0,1475.0,1462.5,1412.5,1497.5,1525.0,1600.0,1500.0,1500.0,1595.0,1622.5,1597.5,1525.0,1700.0,1725.0,1697.5,1500.0,1450.0,1475.0,1437.5,1500.0,1600.0,1562.5,1425.0,1599.0,1574.5,1599.5,1695.0,1750.0,New York,Kings,New York-Newark-Jersey City,0,Fort Hamilton,102,NY
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.0,1800.0,1810.0,1820.0,1837.5,1945.0,1850.0,2000.0,1797.5,1875.0,1857.0,1800.0,1795.0,1800.0,1825.0,1800.0,1825.0,1812.5,1800.0,1999.0,Jersey City,Hudson,New York-Newark-Jersey City,0,Journal Square,103,NJ
