,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,City,CountyName,Metro,NumBeds,RegionName,SizeRank,State
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3047.5,3250.0,3150.0,3300.0,3245.0,3295.0,3047.5,3000.0,3000.0,2822.5,2890.0,2945.0,2990.0,2995.0,3150.0,3175.0,3200.0,3150.0,3000.0,3000.0,3222.5,New York,New York,New York-Newark-Jersey City,0,Little Italy,209,NY
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2500.0,2500.0,2400.0,2362.5,2400.0,2400.0,2400.0,2400.0,2422.5,2525.0,2500.0,2544.0,2500.0,2650.0,2590.0,2500.0,2500.0,2450.0,2450.0,2495.0,2500.0,2600.0,2550.0,2595.0,2600.0,2600.0,2495.0,2450.0,2495.0,2500.0,2450.0,2450.0,2400.0,2600.0,2650.0,2650.0,2895.0,2937.5,2895.0,2785.0,2800.0,2895.0,2800.0,2795.0,2800.0,2800.0,2895.0,2937.5,2875.0,2875.0,2995.0,2995.0,2995.0,2990.0,3007.5,2900.0,2900.0,2800.0,2850.0,2800.0,2900.0,2800.0,2900.0,2957.0,2800.0,2985.0,3200.0,3100.0,3000.0,2950.0,2925.0,2995.0,2910.0,2800.0,2800.0,2844.5,2763.0,2878.0,2800.0,2900.0,2945.0,2925.0,2992.5,2995.0,2997.0,2890.0,New York,New York,New York-Newark-Jersey City,0,Garment District,250,NY
3,,,,0.0,0.0,0.0,0.0,2900.0,2750.0,2800.0,2850.0,2650.0,2600.0,2700.0,2800.0,2850.0,2750.0,2800.0,2825.0,2850.0,2875.0,2950.0,3000.0,2900.0,2945.0,2950.0,2975.0,2990.0,2900.0,2900.0,2927.5,2990.0,3000.0,3000.0,3000.0,3000.0,2990.0,3000.0,3000.0,2999.0,3000.0,3000.0,3000.0,3100.0,3095.0,3000.0,3050.0,3000.0,3000.0,3000.0,3000.0,3000.0,2950.0,3280.0,3295.0,3251.0,3250.0,3295.0,3250.0,3225.0,3250.0,3295.0,3300.0,3200.0,3200.0,3250.0,3295.0,3300.0,3300.0,3283.5,3250.0,3250.0,3250.0,3275.0,3250.0,3295.0,3226.0,3070.0,3200.0,3250.0,3250.0,3235.0,3195.0,3150.0,3200.0,3195.0,3185.0,3150.0,3190.0,3199.0,3215.0,3200.0,3195.0,3199.5,3203.5,3200.0,3200.0,3175.0,3195.0,3251.0,3226.0,3200.0,3208.0,3239.0,New York,New York,New York-Newark-Jersey City,1,Upper West Side,4,NY
5,,,,2362.5,2500.0,2550.0,2675.0,2500.0,2400.0,2300.0,2200.0,2150.0,2200.0,2300.0,2450.0,2450.0,2400.0,2400.0,2450.0,2400.0,2455.0,2500.0,2500.0,2450.0,2495.0,2495.0,2495.0,2450.0,2495.0,2495.0,2494.0,2500.0,2500.0,2550.0,2550.0,2525.0,2500.0,2500.0,2500.0,2450.0,2450.0,2350.0,2450.0,2550.0,2575.0,2550.0,2550.0,2550.0,2595.0,2600.0,2595.0,2550.0,2550.0,2700.0,2695.0,2700.0,2700.0,2775.0,2795.0,2725.0,2800.0,2800.0,2795.0,2700.0,2725.0,2725.0,2795.0,2800.0,2750.0,2775.0,2795.0,2795.0,2799.5,2800.0,2795.0,2792.5,2700.0,2695.0,2700.0,2700.0,2700.0,2695.0,2700.0,2700.0,2710.0,2725.0,2700.0,2695.0,2700.0,2700.0,2695.0,2750.0,2700.0,2708.5,2700.0,2700.0,2695.0,2650.0,2600.0,2649.0,2695.0,2695.0,2695.0,2700.0,New York,New York,New York-Newark-Jersey City,1,Upper East Side,6,NY
8,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1285.0,1275.0,1283.0,1300.0,1300.0,1300.0,1300.0,1325.0,1350.0,1325.0,1325.0,1300.0,1325.0,1325.0,1350.0,1350.0,1350.0,1350.0,1350.0,1380.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1495.0,1495.0,1490.0,1495.0,1495.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.5,1562.5,1595.0,1575.0,1565.0,1550.0,1595.0,1595.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1625.0,1600.0,1584.0,1595.0,1600.0,1662.5,1661.5,1650.0,1650.0,1650.0,1700.0,1700.0,1675.0,1650.0,1650.0,1650.0,1650.0,1695.0,1675.0,1700.0,1697.5,1700.0,1700.0,1700.0,1700.0,1700.0,New York,New York,New York-Newark-Jersey City,1,Washington Heights,9,NY
11,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.0,1525.0,1500.0,1495.0,1525.0,1550.0,1575.0,1575.0,1595.0,1600.0,1600.0,1650.0,1635.0,1642.5,1650.0,1695.0,1650.0,1700.0,1750.0,1800.0,1895.0,1850.0,1800.0,1850.0,1825.0,1825.0,1825.0,1825.0,1850.0,1925.0,2000.0,2000.0,2000.0,1995.0,1950.0,2000.0,2000.0,2000.0,2000.0,2025.0,2000.0,2025.0,2100.0,2000.0,2070.0,2045.0,2023.0,2000.0,2000.0,1950.0,1950.0,2000.0,1950.0,1950.0,2000.0,2000.0,1950.0,1999.5,1950.0,1910.0,1950.0,1900.0,1950.0,1950.0,1975.0,2000.0,2050.0,2000.0,2100.0,2100.0,2000.0,2000.0,2000.0,1975.0,1925.0,1900.0,1999.0,1995.0,2000.0,1999.0,1975.0,1900.0,1900.0,1900.0,1900.0,1950.0,1950.0,1950.0,1900.0,1902.0,1975.0,2000.0,New York,Queens,New York-Newark-Jersey City,1,Astoria,12,NY
13,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1400.0,1400.0,1400.0,1400.0,1425.0,1400.0,1400.0,1375.0,1400.0,1400.0,1400.0,1450.0,1450.0,1450.0,1450.0,1500.0,1500.0,1550.0,1500.0,1500.0,1500.0,1575.0,1600.0,1650.0,1650.0,1700.0,1700.0,1700.0,1700.0,1750.0,1700.0,1700.0,1700.0,1750.0,1750.0,1750.0,1800.0,1800.0,1850.0,1850.0,1800.0,1800.0,1850.0,1900.0,1850.0,1850.0,1900.0,1900.0,1900.0,1900.0,1950.0,1900.0,1900.0,1900.0,1900.0,1950.0,1999.0,2000.0,2000.0,2000.0,2050.0,2100.0,2100.0,2125.0,2100.0,2099.0,1975.0,1999.0,2000.0,2000.0,2055.0,2100.0,2100.0,2095.0,2100.0,2099.0,2089.0,2007.5,2000.0,2000.0,2000.0,2095.0,2100.0,2100.0,2150.0,2149.0,2150.0,2145.0,New York,Kings,New York-Newark-Jersey City,1,Bedford Stuyvesant,14,NY
14,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2450.0,2495.0,2500.0,2550.0,2500.0,2500.0,2510.0,2750.0,2800.0,2795.0,2800.0,2700.0,2700.0,2699.5,2700.0,2750.0,3000.0,2973.0,3000.0,3000.0,3000.0,2950.0,2887.0,2875.0,2864.0,2864.0,2864.0,3000.0,3000.0,2995.0,3000.0,3000.0,2864.0,2900.0,2800.0,2700.0,2700.0,2698.5,2775.0,3000.0,2949.0,2850.0,3000.0,2900.0,2753.0,2900.0,2917.0,2850.0,2850.0,2750.0,2800.0,2795.0,2795.5,2799.0,2795.0,2800.0,2900.0,2950.0,2900.0,2900.0,2850.0,2850.0,2775.0,2700.0,2700.0,2775.0,2864.0,2900.0,2850.0,2800.0,2800.0,2795.0,2799.5,2700.0,2745.0,2750.0,2750.0,2750.0,2736.0,2750.0,New York,Kings,New York-Newark-Jersey City,1,Williamsburg,15,NY
17,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1275.0,1275.0,1250.0,1250.0,1250.0,1250.0,1295.0,1295.0,1299.0,1300.0,1300.0,1300.0,1300.0,1300.0,1325.0,1325.0,1350.0,1350.0,1375.0,1375.0,1400.0,1450.0,1400.0,1400.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1499.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1535.0,1550.0,1550.0,1650.0,1599.0,1600.0,1625.0,1635.0,1650.0,1650.0,1647.0,1600.0,1600.0,1650.0,1600.0,1600.0,1600.0,1650.0,1650.0,1750.0,1775.0,1700.0,1625.0,1650.0,1600.0,1697.0,1700.0,1700.0,1700.0,1695.0,1650.0,1650.0,1650.0,1650.0,1650.0,1697.0,1700.0,1699.5,1700.0,1699.0,1700.0,1750.0,1750.0,1725.0,New York,Kings,New York-Newark-Jersey City,1,Flatbush,18,NY
19,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1397.5,1375.0,1354.0,1350.0,1487.0,1550.0,1575.0,1585.0,1600.0,1600.0,1530.0,1525.0,1550.0,1600.0,1550.0,1495.0,1499.5,1495.0,1500.0,1500.0,1500.0,1550.0,1600.0,1599.0,1600.0,1650.0,1650.0,1650.0,1600.0,1600.0,1600.0,1550.0,1575.0,1600.0,1700.0,1750.0,1660.0,1675.0,1799.0,1795.0,1700.0,1745.0,1795.0,1750.0,1750.0,1800.0,1800.0,1900.0,1900.0,2000.0,2012.5,1999.0,1950.0,1950.0,1950.0,1999.0,1995.0,1966.5,2000.0,1950.0,1995.0,1950.0,1950.0,2045.0,2000.0,1950.0,1900.0,1800.0,1850.0,1950.0,1950.0,1900.0,1962.5,1949.5,1999.0,2077.5,1900.0,1875.0,1850.0,1850.0,1950.0,2000.0,1999.0,2000.0,2025.0,1999.0,2050.0,New York,Kings,New York-Newark-Jersey City,1,Crown Heights,20,NY
20,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,1300.0,1270.0,1272.5,1250.0,1275.0,1275.0,1250.0,1300.0,1325.0,1325.0,1325.0,1277.5,1289.5,1277.5,1325.0,1351.5,1306.0,1350.0,1350.0,1350.0,1363.0,1375.0,1375.0,1425.5,1439.0,1450.0,1491.5,1402.5,1450.0,1466.0,1450.0,1457.0,1503.0,1457.0,1457.0,1450.0,1500.0,1649.0,1655.0,1685.5,1676.0,1600.0,1550.0,1522.0,1500.0,1500.0,1561.0,1600.0,1575.0,1599.5,1628.0,1500.0,1519.5,1612.0,1669.5,1625.0,1669.0,1725.0,1699.0,1639.0,1634.0,1649.0,1649.0,1650.0,1659.0,1650.0,1715.0,1700.0,1729.0,1750.0,1809.0,1759.0,1750.0,1759.0,1750.0,1759.0,1750.0,1769.0,1799.0,1730.0,New York,Queens,New York-Newark-Jersey City,1,Jamaica,21,NY
21,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,1550.0,1450.0,1435.0,1440.0,1475.0,1495.0,1495.0,1595.0,1525.0,1525.0,1497.5,1550.0,1600.0,1600.0,1625.0,1615.0,1625.0,1640.0,1625.0,1625.0,1600.0,1600.0,1595.0,1590.0,1600.0,1600.0,1600.0,1650.0,1695.0,1600.0,1600.0,1665.0,1600.0,1650.0,1640.0,1625.0,1600.0,1600.0,1650.0,1700.0,1725.0,1775.0,1750.0,1795.0,1800.0,1800.0,1795.0,1825.0,1880.0,1912.0,1926.5,1895.0,1928.0,1928.0,1925.0,1895.0,1900.0,1900.0,1895.0,1900.0,1900.0,1928.0,1952.5,1895.0,1850.0,1900.0,1950.0,1900.0,1850.0,1895.0,1850.0,2000.0,1992.5,1970.0,1950.0,1950.0,1980.0,2000.0,1970.0,2000.0,1950.0,1930.0,1950.0,1950.0,1950.0,1950.0,2000.0,2100.0,2000.0,2050.0,2000.0,2000.0,New York,New York,New York-Newark-Jersey City,1,Harlem,22,NY
23,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1100.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1035.0,1000.0,1062.5,1087.5,1100.0,1095.0,1095.0,1050.0,1050.0,1097.5,1095.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1150.0,1152.5,1150.0,1197.5,1175.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1300.0,1300.0,1250.0,1300.0,1300.0,1300.0,1300.0,1350.0,1350.0,1295.0,1350.0,1350.0,1400.0,1395.0,1300.0,1350.0,1350.0,1350.0,1375.0,1400.0,1400.0,1400.0,1400.0,1400.0,1450.0,1450.0,1450.0,1400.0,1425.0,1425.0,1450.0,1475.0,1450.0,1416.0,1416.0,1450.0,1450.0,1475.0,New York,Bronx,New York-Newark-Jersey City,1,Williamsbridge,24,NY
24,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,1750.0,1797.5,1950.0,1812.5,1797.5,1795.0,1647.5,1650.0,1780.0,1785.0,1795.0,1750.0,1800.0,1795.0,1850.0,1850.0,1900.0,1995.0,2050.0,2070.0,2100.0,2000.0,2038.0,2038.0,1965.0,1950.0,2038.0,2220.0,2050.0,2175.0,2150.0,2150.0,2121.0,2150.0,2250.0,2230.0,2175.0,2150.0,2075.0,2050.0,2300.0,2207.5,2095.0,2095.0,2300.0,2300.0,1959.0,2075.0,1900.0,2195.0,2300.0,2324.5,2295.0,2295.0,2296.0,2350.0,2296.0,2300.0,2300.0,2341.5,2405.0,2525.0,2600.0,2600.0,2500.0,2550.0,2600.0,2575.0,2500.0,2825.0,2496.5,2443.5,2497.5,2400.0,2395.0,2400.0,2395.0,2396.0,2395.0,2354.0,2437.5,2399.5,2350.0,2352.0,2300.0,2295.0,2300.0,2354.0,2395.0,2300.0,2300.0,New York,New York,New York-Newark-Jersey City,1,East Harlem,25,NY
26,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362.5,1495.0,1495.0,1495.0,1400.0,1400.0,1400.0,1399.5,1400.0,1425.0,1400.0,1500.0,1525.0,1550.0,1600.0,1600.0,1600.0,1425.0,1400.0,1499.0,1550.0,1600.0,1600.0,1650.0,1650.0,1750.0,1799.0,1800.0,1850.0,1850.0,1825.0,1800.0,1750.0,1750.0,1750.0,1750.0,1850.0,1850.0,1850.0,1850.0,1850.0,1812.5,1850.0,1800.0,1822.5,1875.0,1957.5,1975.0,1950.0,2000.0,2007.5,2000.0,1975.0,1925.0,1975.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2050.0,2200.0,2100.0,2050.0,1899.0,2000.0,2100.0,2095.0,2000.0,2100.0,2100.0,2050.0,2196.0,2100.0,2075.0,2030.0,1999.0,2000.0,2000.0,2100.0,2150.0,2062.0,2200.0,2180.0,2200.0,2276.0,New York,Kings,New York-Newark-Jersey City,1,Bushwick,27,NY
27,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1225.0,1208.0,1200.0,1200.0,1200.0,1195.0,1225.0,1185.0,1200.0,1250.0,1250.0,1235.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1225.0,1250.0,1295.0,1300.0,1300.0,1300.0,1295.0,1300.0,1295.0,1295.0,1295.0,1275.0,1295.0,1295.0,1350.0,1350.0,1300.0,1295.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1350.0,1375.0,1375.0,1400.0,1399.0,1350.0,1397.0,1399.0,1399.0,1400.0,1499.0,1450.0,1450.0,1497.5,1400.0,1500.0,1450.0,1500.0,1495.0,1500.0,1500.0,1500.0,1500.0,1450.0,1500.0,1512.5,1500.0,1512.5,1550.0,1500.0,1500.0,1499.0,1500.0,1525.0,1575.0,1550.0,1562.5,1625.0,1625.0,1600.0,1624.5,1652.5,New York,Kings,New York-Newark-Jersey City,1,East Flatbush,28,NY
30,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,1325.0,1295.0,1295.0,1250.0,1250.0,1285.0,1290.0,1295.0,1295.0,1295.0,1300.0,1325.0,1330.0,1330.0,1375.0,1395.0,1350.0,1350.0,1350.0,1400.0,1350.0,1395.0,1400.0,1395.0,1450.0,1400.0,1450.0,1475.0,1462.5,1375.0,1395.0,1400.0,1450.0,1495.0,1493.0,1500.0,1500.0,1500.0,1500.0,1525.0,1500.0,1495.0,1497.5,1525.0,1575.0,1600.0,1600.0,1650.0,1650.0,1650.0,1625.0,1625.0,1625.0,1612.5,1695.0,1695.0,1706.0,1770.0,1770.0,1720.0,1725.0,1690.0,1800.0,1775.0,1700.0,1722.5,1700.0,1700.0,1765.0,1755.0,1795.0,1825.0,1810.0,1785.0,1810.0,1852.5,1835.0,1827.5,1797.5,1795.0,1737.5,1725.0,1750.0,1900.0,1876.0,1800.0,New York,Queens,New York-Newark-Jersey City,1,Corona,31,NY
31,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,1100.0,1100.0,1100.0,1050.0,1085.0,1050.0,1050.0,1050.0,1050.0,1095.0,1100.0,1100.0,1100.0,1100.0,1100.0,1150.0,1125.0,1175.0,1175.0,1195.0,1200.0,1200.0,1200.0,1250.0,1210.0,1200.0,1249.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,1297.5,1300.0,1300.0,1300.0,1300.0,1300.0,1325.0,1300.0,1300.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1425.0,1400.0,1437.5,1350.0,1375.0,1400.0,1400.0,1450.0,1450.0,1495.0,1495.0,1495.0,1475.0,1475.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1450.0,1425.0,1450.0,1450.0,1450.0,New York,Bronx,New York-Newark-Jersey City,1,Concourse,32,NY
32,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1525.0,1522.5,1550.0,1500.0,1500.0,1500.0,1475.0,1500.0,1500.0,1525.0,1500.0,1500.0,1550.0,1572.5,1600.0,1597.5,1595.0,1550.0,New York,Kings,New York-Newark-Jersey City,1,Borough Park,33,NY
33,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1200.0,1212.5,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1225.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1265.0,1275.0,1275.0,1280.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1350.0,1350.0,1350.0,1325.0,1350.0,1350.0,1350.0,1350.0,1382.5,1375.0,1400.0,1400.0,1400.0,1425.0,1450.0,1475.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1492.5,1537.5,1500.0,1500.0,1500.0,1500.0,1500.0,1550.0,1500.0,1500.0,1500.0,1500.0,1500.0,1547.5,1550.0,1550.0,1550.0,1550.0,1562.5,1572.5,1550.0,1500.0,1595.0,1550.0,1550.0,1595.0,1582.5,1599.0,1599.0,1575.0,1575.0,1575.0,New York,Kings,New York-Newark-Jersey City,1,Bensonhurst,34,NY
35,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,1395.0,1397.5,1425.0,1425.0,1350.0,1350.0,1412.5,1450.0,1425.0,1400.0,1425.0,1425.0,1425.0,1450.0,1475.0,1495.0,1550.0,1517.5,1550.0,1495.0,1500.0,1500.0,1575.0,1600.0,1597.5,1600.0,1600.0,1600.0,1600.0,1600.0,1575.0,1575.0,1595.0,1600.0,1595.0,1650.0,1675.0,1675.0,1700.0,1700.0,1700.0,1700.0,1700.0,1662.5,1700.0,1700.0,1750.0,1750.0,1750.0,1750.0,1762.5,1800.0,1750.0,1750.0,1750.0,1750.0,1750.0,1775.0,1800.0,1750.0,1775.0,1750.0,1775.0,1800.0,1800.0,1850.0,1700.0,1700.0,1650.0,1680.0,1762.5,1749.5,1725.0,1749.5,1749.0,1695.0,1675.0,1700.0,1850.0,1750.0,1750.0,1715.0,1764.0,1750.0,1695.0,1697.5,1700.0,1750.0,New York,Queens,New York-Newark-Jersey City,1,Elmhurst,36,NY
39,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,1250.0,1275.0,1275.0,1275.0,1225.0,1250.0,1262.5,1275.0,1250.0,1325.0,1325.0,1350.0,1350.0,1375.0,1375.0,1350.0,1375.0,1350.0,1375.0,1375.0,1375.0,1400.0,1375.0,1395.0,1382.5,1395.0,1400.0,1400.0,1385.0,1375.0,1375.0,1375.0,1400.0,1425.0,1425.0,1425.0,1425.0,1475.0,1450.0,1457.5,1475.0,1495.0,1520.0,1500.0,1505.0,1500.0,1550.0,1550.0,1550.0,1575.0,1575.0,1550.0,1550.0,1575.0,1599.0,1625.0,1599.0,1625.0,1600.0,1600.0,1660.0,1600.0,1650.0,1600.0,1600.0,1600.0,1652.5,1650.0,1700.0,1735.0,1750.0,1725.0,1700.0,1695.0,1675.0,1675.0,1665.0,1675.0,1662.5,1675.0,1675.0,1675.0,1675.0,1675.0,1700.0,New York,Kings,New York-Newark-Jersey City,1,Sheepshead Bay,40,NY
40,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,1135.0,1150.0,1200.0,1250.0,1200.0,1250.0,1250.0,1275.0,1300.0,1300.0,1292.0,1300.0,1300.0,1300.0,1200.0,1200.0,1250.0,1250.0,1205.0,1205.0,1250.0,1205.0,1205.0,1213.0,1219.0,1200.0,1205.0,1269.0,1237.5,1253.0,1350.0,1350.0,1300.0,1350.0,1253.0,1253.0,1253.0,1253.0,1300.0,1300.0,1351.5,1325.0,1362.5,1400.0,1400.0,1400.0,1400.0,1450.0,1375.0,1375.0,1350.0,1350.0,1350.0,1400.0,1400.0,1400.0,1450.0,1400.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1467.5,1560.0,1575.0,1550.0,1450.0,1500.0,1550.0,New York,Bronx,New York-Newark-Jersey City,1,Soundview,41,NY
46,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,2100.0,2200.0,2125.0,2200.0,2200.0,2200.0,2295.0,2300.0,2250.0,2285.0,2350.0,2350.0,2350.0,2300.0,2395.0,2400.0,2350.0,2350.0,2425.0,2495.0,2400.0,2395.0,2400.0,2400.0,2425.0,2450.0,2400.0,2450.0,2495.0,2482.5,2485.0,2495.0,2495.0,2500.0,2486.0,2450.0,2495.0,2500.0,2450.0,2500.0,2595.0,2550.0,2512.5,2532.0,2550.0,2600.0,2595.0,2595.0,2600.0,2512.5,2700.0,2650.0,2675.0,2650.0,2695.0,2600.0,2637.5,2625.0,2650.0,2650.0,2650.0,2650.0,2585.0,2597.5,2625.0,2655.0,2690.0,2600.0,2650.0,2500.0,2500.0,2600.0,2550.0,2585.0,2600.0,2600.0,2600.0,2575.0,2550.0,2500.0,2499.5,2500.0,2500.0,2500.0,2500.0,2595.0,2550.0,2595.0,2600.0,2650.0,2650.0,New York,New York,New York-Newark-Jersey City,1,Lower East Side,47,NY
48,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.5,1325.0,1350.0,1395.0,1395.0,1375.0,1350.0,1350.0,1329.0,1337.0,1350.0,1360.0,1375.0,1395.0,1395.0,1395.0,1375.0,1400.0,1405.0,1400.0,1425.0,1400.0,1425.0,1425.0,1450.0,1500.0,1500.0,1500.0,1525.0,1550.0,1550.0,1550.0,1500.0,1500.0,1500.0,1515.0,1500.0,1550.0,1550.0,1550.0,1600.0,1600.0,1600.0,1600.0,1600.0,1550.0,1600.0,1600.0,1600.0,1595.0,1575.0,1600.0,1650.0,1700.0,1650.0,1550.0,1600.0,1637.5,1650.0,1649.0,1650.0,1650.0,1650.0,1700.0,1696.0,1700.0,1650.0,1700.0,1675.0,1700.0,1675.0,1700.0,1775.0,1850.0,1850.0,1900.0,1950.0,1900.0,1900.0,1900.0,1875.0,1800.0,1850.0,1800.0,1800.0,1800.0,1800.0,1807.5,1800.0,1800.0,New York,Queens,New York-Newark-Jersey City,1,Flushing,49,NY
